LAMMPS data file via write_data, version 29 Oct 2020, timestep = 0

200 atoms
6 atom types

0.0 18.12 xlo xhi
0.0 18.12 ylo yhi
0.0 14.496 zlo zhi

Masses

1 26.98
2 58.93
3 52
4 63.55
5 55.85
6 58.69

Atoms # atomic

118 4 12.684000000000001 5.436 9.06 0 0 0
119 6 14.496 3.624 7.248 0 0 0
120 2 16.308 5.436 9.06 0 0 0
121 3 0.0 7.248 7.248 0 0 0
122 2 1.812 9.06 9.06 0 0 0
123 3 3.624 7.248 7.248 0 0 0
124 2 5.436 9.06 9.06 0 0 0
125 5 7.248 7.248 7.248 0 0 0
126 1 9.06 9.06 9.06 0 0 0
127 1 10.872 7.248 7.248 0 0 0
128 6 12.684000000000001 9.06 9.06 0 0 0
129 1 14.496 7.248 7.248 0 0 0
130 4 16.308 9.06 9.06 0 0 0
131 1 0.0 10.872 7.248 0 0 0
132 1 1.812 12.684000000000001 9.06 0 0 0
133 3 3.624 10.872 7.248 0 0 0
134 6 5.436 12.684000000000001 9.06 0 0 0
135 6 7.248 10.872 7.248 0 0 0
136 2 9.06 12.684000000000001 9.06 0 0 0
137 2 10.872 10.872 7.248 0 0 0
138 1 12.684000000000001 12.684000000000001 9.06 0 0 0
139 5 14.496 10.872 7.248 0 0 0
140 5 16.308 12.684000000000001 9.06 0 0 0
141 6 0.0 14.496 7.248 0 0 0
142 1 1.812 16.308 9.06 0 0 0
143 3 3.624 14.496 7.248 0 0 0
144 1 5.436 16.308 9.06 0 0 0
145 6 7.248 14.496 7.248 0 0 0
146 1 9.06 16.308 9.06 0 0 0
147 3 10.872 14.496 7.248 0 0 0
148 2 12.684000000000001 16.308 9.06 0 0 0
149 1 14.496 14.496 7.248 0 0 0
150 2 16.308 16.308 9.06 0 0 0
151 6 0.0 0.0 10.872 0 0 0
152 5 1.812 1.812 12.684000000000001 0 0 0
153 2 3.624 0.0 10.872 0 0 0
154 4 5.436 1.812 12.684000000000001 0 0 0
155 4 7.248 0.0 10.872 0 0 0
156 5 9.06 1.812 12.684000000000001 0 0 0
157 4 10.872 0.0 10.872 0 0 0
158 6 12.684000000000001 1.812 12.684000000000001 0 0 0
159 1 14.496 0.0 10.872 0 0 0
160 3 16.308 1.812 12.684000000000001 0 0 0
161 6 0.0 3.624 10.872 0 0 0
162 1 1.812 5.436 12.684000000000001 0 0 0
163 1 3.624 3.624 10.872 0 0 0
164 5 5.436 5.436 12.684000000000001 0 0 0
165 6 7.248 3.624 10.872 0 0 0
166 3 9.06 5.436 12.684000000000001 0 0 0
167 2 10.872 3.624 10.872 0 0 0
168 4 12.684000000000001 5.436 12.684000000000001 0 0 0
169 5 14.496 3.624 10.872 0 0 0
170 1 16.308 5.436 12.684000000000001 0 0 0
171 5 0.0 7.248 10.872 0 0 0
172 5 1.812 9.06 12.684000000000001 0 0 0
